1.37345e-06 2476.76 -1992.81 720.285 -1282.29 2170.09 1992.81 -720.285 -468.161
2.79017e-08 3129.32 2663.33 -928.72 1355.3 2855.23 -2663.33 928.72 443.252
2.0625e-05 997.407 -589.556 -76.7374 800.847 3002.69 589.556 76.7374 -2943.25
6.12317e-09 3420.32 180.676 2900.85 -1803.06 2978.28 -180.676 -2900.85 -650.036
3.36302e-14 2063.86 -240.774 -1805.48 970.448 4954.19 240.774 1805.48 4607.2
2.46406e-09 2508.79 2214.46 584.92 1023.75 4247.96 -2214.46 -584.92 -3577.6
1.32305e-07 3955.11 -1400.76 -440.583 -3672.42 1577.04 1400.76 440.583 575.167
6.56675e-12 1685.24 -55.7643 886.349 1432.24 5764.41 55.7643 -886.349 -5695.59
2.52185e-12 1603.07 849.807 1355.97 94.958 5363.63 -849.807 -1355.97 5119.34
1.95778e-06 2495.46 -1428.02 -1262.16 -1610.91 2077.29 1428.02 1262.16 826.363
1.49072e-07 2828.35 2205.91 1137.97 1355.94 2571.85 -2205.91 -1137.97 673.357
4.56421e-06 2519.79 -1581.93 -355.691 1928.81 1785.81 1581.93 355.691 -748.411
4.34817e-08 3197.43 1076.64 -2437.38 -1767.37 2664.92 -1076.64 2437.38 42.9218
1.51386e-08 3376.36 1338.84 -2520.97 1803.33 2885.09 -1338.84 2520.97 -419.482
2.57087e-18 5818.7 991.391 2326.98 5240.19 2701.5 -991.391 -2326.98 -948.887
2.56176e-10 1859.7 171.32 -605.272 1750.08 4411.5 -171.32 605.272 4366.42
4.68323e-08 2481.24 171.594 590.632 2403.8 3456.51 -171.594 -590.632 3401.35
1.40329e-08 3230.73 679.42 -2943.83 1144.5 3027.47 -679.42 2943.83 194.503
0.000184045 2133.32 854.496 558.996 1873.08 1043.88 -854.496 -558.996 -216.881
6.09786e-06 2117.42 -582.345 -1859.63 828.325 1967.83 582.345 1859.63 -273.875
5.07198e-09 3405.27 1922.52 -2597.76 1073.02 3263.73 -1922.52 2597.76 -455.517
1.3593e-16 5274.58 4752.9 2138.83 -810.267 5488.12 -4752.9 -2138.83 1718.97
3.92969e-12 5151.7 -349.358 2411.26 4539.14 3426.35 349.358 -2411.26 -2409.09
2.67437e-09 3254.26 486.419 -2507.08 -2016.96 3739.74 -486.419 2507.08 2731.96
9.85058e-06 2854.31 148.265 -882.211 2710.5 1937.49 -148.265 882.211 1718.6
4.26778e-10 2395.49 -1438.83 -1680.37 -918.985 4179.91 1438.83 1680.37 -3546.51
3.01736e-09 2811.8 -622.434 1549.29 2262.41 3263.75 622.434 -1549.29 2804.34
0.000513375 371.143 66.7704 -346.473 -115.087 3207.11 -66.7704 346.473 3187.64
7.82636e-13 4381.36 3492.22 2625.46 328.141 4701.09 -3492.22 -2625.46 -1735.39
4.32211e-06 2223.89 1433.65 676.828 -1559.56 2096.01 -1433.65 -676.828 1371.06
5.32427e-06 1292.38 -577.828 986.936 601.921 3328.47 577.828 -986.936 3125.83
3.85781e-12 3338.2 -1416.41 -2882.07 911.622 4909.65 1416.41 2882.07 -3713.77
1.22715e-17 5494.46 -1457.98 -5065.91 -1549.18 5684.24 1457.98 5065.91 2126.38
4.82828e-09 4697.87 922.662 415.9 -4587.56 1826.83 -922.662 -415.9 1520.86
0.0557863 689.125 -107.224 621.278 -278.227 657.675 107.224 -621.278 187.227
2.3525e-19 5281.49 -2753.85 4506.57 -35.0906 5553.36 2753.85 -4506.57 -1716.66
2.18184e-10 4899.33 1719.51 928.495 4492.73 1997.82 -1719.51 -928.495 -415.281
0.0179909 477.387 135.505 -73.8307 -451.759 4008.26 -135.505 73.8307 -4005.29
2.31048e-06 2221.37 1909.72 889.868 -703.992 2226.58 -1909.72 -889.868 720.242
2.12254e-10 4823.43 375.452 -2023.39 4362.39 2543.02 -375.452 2023.39 -1493.94
